Cust_ID,Target,Age,Gender,Balance,Occupation,No_OF_CR_TXNS,SCR,Holding_Period
C12240,0,50,M,177821.22,SELF-EMP,6,301,26
C12241,0,52,M,117288.96,SAL,17,776,11
C12242,0,53,M,167876.73,SENP,9,917,15
C12243,0,37,M,6164.7,SELF-EMP,10,323,9
C12244,0,46,M,7701.49,SAL,18,599,25
C12245,0,46,M,193520.3,SELF-EMP,10,438,21
C12246,0,52,M,8989.65,PROF,20,623,26
C12247,0,41,M,170559.56,SELF-EMP,11,169,9
C12248,0,45,M,8209.23,SENP,12,574,2
C12249,0,32,M,186245.79,PROF,14,858,11
C1225,0,35,M,141627.1,SAL,30,733,1
C12250,0,49,M,337737.42,SENP,12,646,31
C12251,0,51,M,18191.86,SENP,2,471,18
C12252,0,53,M,14788.93,SENP,7,672,10
C12253,0,50,M,58581.04,SELF-EMP,1,792,11
C12254,0,52,M,17892.85,SENP,7,464,12
C12255,0,26,M,12339.33,PROF,6,962,19
C12256,0,39,M,149359.43,SENP,9,761,24
C12257,0,39,M,215789.08,SENP,2,131,3
C12258,0,50,M,33218.29,SELF-EMP,15,471,28
C12259,0,38,M,29765.64,SAL,12,563,21
C1226,0,32,M,97203.01,SELF-EMP,2,290,23
C12260,0,26,M,405483.53,SAL,3,296,10
C12261,0,27,M,334081.36,SAL,2,903,26
C12262,0,38,M,202021.91,PROF,17,499,7
C12263,1,33,M,0,SELF-EMP,6,864,29
C12264,0,33,M,27354.09,SAL,18,863,5
C12265,0,33,M,196959.81,SAL,13,379,28
C12266,0,25,M,338823.24,SAL,13,238,9
C12267,0,54,M,44241.57,SAL,12,918,11
C12268,0,37,M,228455.03,SELF-EMP,11,153,31
C12269,0,32,M,202741.05,SAL,20,164,15
C1227,1,30,M,5055.33,SELF-EMP,14,594,8
C12270,0,51,M,46848.27,SELF-EMP,11,406,1
C12271,0,28,M,129008.62,SAL,19,813,18
C12272,0,28,M,217830.6,SAL,2,897,15
C12273,0,28,M,417613.61,SAL,13,894,31
C12274,0,44,M,69636.74,SELF-EMP,4,319,30
C12275,0,32,M,94717.05,SELF-EMP,17,238,19
C12276,0,32,M,50014.04,SAL,0,820,6
C12277,0,33,M,328373.17,SAL,3,271,5
C12278,0,45,M,66449.43,SAL,14,969,27
C12279,0,27,M,10793.19,SELF-EMP,3,268,12
C1228,0,28,M,169783.85,SELF-EMP,3,730,1
C12280,0,46,M,45131.33,SELF-EMP,5,827,10
C12281,0,31,M,48183.1,SELF-EMP,14,332,3
C12282,0,51,M,309489.22,SAL,19,472,15
C12283,0,53,M,320182.51,SAL,4,407,9
C12284,0,27,M,65491.52,SAL,0,708,4
C12285,0,33,M,3580.86,PROF,6,840,19
C12286,0,37,M,33457.13,PROF,13,858,10
C12287,0,35,M,61089.89,PROF,20,679,9
C12288,0,52,M,603.25,PROF,8,974,22
C12289,0,54,M,41843.48,PROF,13,855,24
C1229,0,39,M,177719.19,SELF-EMP,4,610,7
C12290,0,37,M,51602.06,PROF,2,980,21
C12291,0,29,M,263386.35,PROF,15,836,26
C12292,0,29,M,331001.38,SAL,19,751,7
C12293,0,52,M,121242.46,SAL,18,313,13
C12294,0,37,M,51093.45,PROF,1,495,12
C12295,0,41,M,6999.9,PROF,14,180,10
C12296,0,38,M,103757.98,PROF,19,824,25
C12297,0,46,M,57831.62,PROF,18,197,10
C12298,0,45,M,101887.65,SAL,17,277,11
C12299,0,48,M,184949.26,PROF,6,597,1
C123,0,33,F,65830.34,PROF,7,665,31
C1230,0,46,M,97811.78,SAL,7,269,22
C12300,0,44,M,583802.02,PROF,11,391,5
C12301,0,27,M,210812.54,PROF,20,297,23
C12302,0,44,M,64277.78,SAL,20,485,24
C12303,0,32,M,144536.18,SAL,9,451,20
C12304,0,47,M,62221.92,SAL,12,798,1
C12305,0,32,M,379585.58,PROF,20,205,8
C12306,0,53,M,137804.98,SAL,8,700,18
C12307,0,45,M,57290.2,PROF,15,132,25
C12308,0,49,M,12648.67,PROF,4,946,23
C12309,0,35,M,253667.73,PROF,0,136,20
C1231,0,54,M,34068.5,SAL,34,796,2
C12310,0,33,M,80995.09,PROF,16,403,31
C12311,0,34,M,91553.47,PROF,15,228,16
C12312,0,55,M,26337.25,PROF,16,561,7
C12313,0,51,M,56811.55,PROF,10,938,13
C12314,1,32,M,15603.42,PROF,13,907,30
C12315,0,42,M,96579.57,SAL,20,702,14
C12316,0,32,M,344448.72,SAL,5,475,18
C12317,0,31,M,63674.25,SAL,10,500,28
C12318,0,40,M,256274.53,SAL,3,429,19
C12319,0,52,M,20452.35,PROF,8,890,21
C1232,0,26,M,99444.99,SAL,11,326,31
C12320,0,26,M,331493.74,PROF,8,436,29
C12321,0,33,M,59618.88,PROF,17,242,1
C12322,0,30,M,10656.92,SAL,10,740,17
C12323,0,53,M,88478.3,PROF,10,570,20
C12324,0,29,M,22918.04,PROF,5,959,22
C12325,1,40,M,538773.61,SAL,8,433,29
C12326,0,27,M,82340.38,PROF,5,160,5
C12327,0,30,M,304960.91,SAL,17,922,26
C12328,0,44,M,14584.75,PROF,7,832,9
C12329,0,42,M,148078.24,PROF,15,938,22
C1233,1,26,M,328147.62,SELF-EMP,17,538,4
C12330,0,43,M,30150.28,PROF,6,767,15
C12331,0,41,M,14157.17,PROF,0,414,30
C12332,0,49,M,13043.15,PROF,11,691,31
C12333,0,54,M,4172.43,SAL,2,323,30
C12334,0,28,M,98508.05,PROF,9,828,4
C12335,0,33,M,349352.2,PROF,17,747,28
C12336,0,55,M,92219.61,SAL,12,497,1
C12337,0,29,M,97533.65,SAL,11,690,24
C12338,0,34,M,41599.59,SAL,11,424,30
C12339,0,53,M,22429.56,SAL,3,208,20
C1234,1,55,M,53840.28,SENP,6,741,5
C12340,0,54,M,18135.51,SAL,12,290,20
C12341,0,55,M,25854.3,SAL,11,480,16
C12342,0,43,M,296832.95,SELF-EMP,16,419,25
C12343,0,55,M,28638.27,SAL,19,722,13
C12344,0,36,M,45401.8,SAL,16,138,24
C12345,0,41,M,42082.75,SELF-EMP,12,460,5
C12346,0,34,M,9177.95,SELF-EMP,3,699,11
C12347,0,35,M,2500.1,SELF-EMP,13,251,13
C12348,0,38,M,42407.19,SELF-EMP,19,794,22
C12349,0,25,M,7732.52,SELF-EMP,13,391,13
C1235,1,31,M,9108.77,SELF-EMP,15,502,8
C12350,0,42,M,258623.16,SELF-EMP,18,328,8
C12351,0,26,M,70913.14,SELF-EMP,18,254,5
C12352,0,55,M,23891.24,SELF-EMP,14,868,7
C12353,0,55,M,327892.53,SELF-EMP,19,196,29
C12354,0,40,M,330330.67,SELF-EMP,12,332,23
C12355,0,50,M,291992.92,PROF,11,878,15
C12356,0,37,M,116743.4,SELF-EMP,11,181,22
C12357,0,35,M,65071.47,SELF-EMP,16,436,13
C12358,0,37,M,106063.09,SELF-EMP,5,263,17
C12359,0,32,M,72033.22,SELF-EMP,12,225,22
C1236,1,43,M,6607.08,SENP,14,920,2
C12360,0,35,M,32234.32,SAL,20,451,16
C12361,0,41,M,327725.39,SELF-EMP,14,824,6
C12362,0,29,M,638601.01,SELF-EMP,5,497,31
C12363,0,35,M,256486.72,SELF-EMP,18,736,7
C12364,0,46,M,30914.7,SELF-EMP,20,553,13
C12365,0,34,M,39005.63,SELF-EMP,18,277,20
C12366,0,53,M,43867.88,SELF-EMP,10,371,8
C12367,0,33,M,73746.09,SELF-EMP,13,573,1
C12368,0,33,M,309830.72,SELF-EMP,9,159,1
C12369,0,44,M,136301.41,PROF,7,754,25
C1237,0,49,M,11254.86,PROF,50,920,1
C12370,0,26,M,8547.94,SELF-EMP,18,243,25
C12371,0,34,M,194153.9,SELF-EMP,13,253,21
C12372,0,38,M,138650.31,SAL,20,577,1
C12373,0,22,M,88240.97,SELF-EMP,8,740,27
C12374,0,29,M,78782.92,SELF-EMP,18,700,7
C12375,0,26,M,41999,SELF-EMP,11,443,11
C12376,0,34,M,65432.96,SELF-EMP,7,103,21
C12377,0,35,M,717621.89,SELF-EMP,4,855,14
C12378,0,23,M,66572.47,SELF-EMP,17,124,18
C12379,0,47,M,147491.24,SELF-EMP,5,137,17
C1238,0,36,M,17393.7,SAL,1,900,4
C12380,0,41,M,97896.51,SELF-EMP,11,422,5
C12381,0,51,M,367687.5,SELF-EMP,10,657,1
C12382,0,43,M,82883.33,SAL,6,641,12
C12383,0,52,M,341989.99,PROF,4,183,31
C12384,0,31,M,878550.06,PROF,11,352,10
C12385,0,55,M,139590.02,SAL,10,909,21
C12386,0,43,M,55784.39,SAL,17,432,25
C12387,0,44,M,188915.47,SAL,14,900,28
C12388,0,38,M,169052.77,SELF-EMP,16,650,18
C12389,0,26,M,260271.96,SAL,16,418,2
C1239,0,45,M,721834.12,SAL,14,643,6
C12390,0,55,M,347855.99,SAL,4,585,13
C12391,0,28,M,67309.4,PROF,10,393,20
C12392,0,33,M,234276.81,SELF-EMP,6,864,12
C12393,0,26,M,270959.19,PROF,8,162,5
C12394,0,44,M,100430.34,PROF,4,931,16
C12395,0,43,M,9747.05,PROF,10,521,14
C12396,0,51,M,119026.8,SAL,5,864,19
C12397,0,37,M,53023.84,SAL,18,193,11
C12398,0,42,M,45829.12,SELF-EMP,2,462,1
C12399,0,34,M,39868.52,SAL,2,671,27
C124,0,33,F,4563.4,SAL,26,940,8
C1240,0,46,M,140642.26,SAL,47,720,8
C12400,0,35,M,139673.12,SAL,2,269,1
C12401,0,36,M,27234.31,SAL,13,628,8
C12402,0,39,M,48165.26,SAL,5,293,6
C12403,0,54,M,39380.72,SAL,3,446,27
C12404,0,46,M,139870.18,SAL,1,460,15
C12405,0,43,M,25696.22,SAL,0,579,2
C12406,0,24,M,19314.6,SELF-EMP,15,998,23
C12407,0,53,M,12812.21,PROF,12,337,4
C12408,0,32,M,17031.76,SAL,2,123,21
C12409,0,48,M,90660.06,SAL,17,959,8
C1241,0,33,M,4849.34,SAL,27,753,21
C12410,0,46,M,319404.38,SAL,6,742,1
C12411,0,42,M,0,SAL,19,300,8
C12412,0,27,M,76795.69,SAL,16,845,21
C12413,0,43,M,2651.22,SAL,13,812,14
C12414,0,29,M,198775.64,SAL,11,779,17
C12415,0,43,M,382997.13,SAL,3,723,2
C12416,0,32,M,73762.71,SAL,7,420,4
C12417,0,29,M,69944.1,SAL,0,589,6
C12418,0,35,M,251553.27,SAL,13,464,26
C12419,0,27,M,34758.71,SELF-EMP,17,807,9
C1242,0,54,M,40563.6,SAL,13,726,8
C12420,0,36,M,435341.5,PROF,17,272,1
C12421,0,37,M,34137.96,SAL,9,622,12
C12422,0,40,M,9505.21,SAL,3,185,25
C12423,0,30,M,158275.18,SAL,10,136,12
C12424,0,30,M,13852.75,SAL,15,829,23
C12425,0,54,M,57690.75,SAL,20,401,6
C12426,0,42,M,85303.9,SAL,15,320,2
C12427,0,41,M,57053.9,SAL,10,866,15
C12428,0,31,M,46466.83,SAL,8,561,21
C12429,0,35,M,38574.54,SAL,7,154,1
C1243,0,23,M,85216.84,SELF-EMP,26,171,15
C12430,0,35,M,234199.27,SAL,16,908,25
C12431,0,48,M,342855.33,SAL,18,187,3
C12432,0,45,M,348269.9,SAL,11,169,15
C12433,0,34,M,927265.41,SAL,12,876,2
C12434,0,30,M,206007.6,SAL,6,741,20
C12435,0,26,M,497035.18,SAL,9,301,29
C12436,0,31,M,700421.59,SAL,2,191,25
C12437,0,24,M,740379.52,PROF,10,200,29
C12438,0,33,M,137261.08,SAL,19,525,7
C12439,0,25,M,433572.6,SAL,7,195,27
C1244,0,41,M,17963.05,SAL,24,530,14
C12440,0,30,M,381439.94,SAL,10,496,11
C12441,0,44,M,318078.09,SAL,4,639,12
C12442,0,32,M,536593.79,PROF,9,996,5
C12443,0,32,M,37318.9,SAL,9,175,16
C12444,0,36,M,285746.46,SELF-EMP,18,539,25
C12445,0,35,M,150504.42,SELF-EMP,17,404,10
C12446,0,39,M,102472.59,SAL,3,904,9
C12447,0,47,M,8894.33,SAL,13,489,25
C12448,0,35,M,450131.5,SELF-EMP,13,378,19
C12449,0,44,M,218043.63,SAL,15,516,9
C1245,0,31,M,196127.32,SAL,43,438,7
C12450,0,29,M,403396.4,SAL,3,461,16
C12451,0,33,M,97686.76,SELF-EMP,19,502,19
C12452,0,36,M,8124.03,SAL,1,481,1
C12453,0,36,M,15238.8,PROF,10,942,25
C12454,0,55,M,482280.37,SAL,10,864,10
C12455,0,55,M,153964.52,SAL,9,362,10
C12456,0,26,M,322380.94,SELF-EMP,14,453,6
C12457,0,55,M,48155.75,SAL,11,580,25
C12458,0,37,M,14131.63,PROF,19,263,1
C12459,0,52,M,54692.32,SAL,11,287,23
C1246,0,36,M,2215.76,SELF-EMP,50,460,24
C12460,0,52,M,60167.68,SAL,7,396,31
C12461,0,44,M,180727.56,SAL,9,513,15
C12462,0,37,M,167035.06,SELF-EMP,18,516,6
C12463,0,43,M,146775.21,SAL,5,454,30
C12464,0,37,M,37573.53,SAL,2,537,24
C12465,0,26,M,184521.43,PROF,12,993,8
C12466,0,30,M,201680.54,PROF,17,652,14
C12467,0,32,M,665483.43,SAL,10,862,7
C12468,0,23,M,370783.97,SAL,5,434,11
C12469,0,25,M,411698.8,SAL,12,386,6
C1247,0,34,M,202009.43,SAL,15,726,17
C12470,0,27,M,23739.41,SELF-EMP,11,469,5
C12471,0,27,M,323367.75,SAL,18,628,1
C12472,0,26,M,625942.51,SELF-EMP,17,696,11
C12473,0,24,M,49158.1,SAL,4,178,8
C12474,0,21,M,47561.59,SAL,15,127,8
C12475,0,22,M,21311.92,PROF,10,791,14
C12476,0,23,M,160903.23,SAL,17,891,1
C12477,0,27,M,239930.85,SAL,20,349,24
C12478,0,24,M,247492.39,SAL,18,486,19
C12479,0,21,M,148834.15,SAL,4,149,25
C1248,0,34,M,239515.41,SELF-EMP,43,357,3
C12480,0,30,M,42378.79,SAL,5,863,9
C12481,0,29,M,38509.84,SAL,15,972,1
C12482,0,21,M,60711.11,SAL,9,976,19
C12483,0,33,M,324384.07,SAL,9,610,1
C12484,0,55,M,300018.16,SAL,4,496,27
C12485,0,49,M,181568.21,SAL,4,307,24
C12486,0,35,M,13858.42,SAL,18,828,14
C12487,0,53,M,92096.25,SAL,16,237,21
C12488,0,53,M,28285.16,SAL,15,966,2
C12489,0,53,M,142304.73,SAL,3,832,18
C1249,0,46,M,119581.21,PROF,23,346,20
C12490,0,53,M,111590.62,SAL,18,608,28
C12491,0,31,M,200706.8,SAL,14,751,25
C12492,0,44,M,119064.86,SAL,16,740,31
C12493,0,54,M,290683.28,SAL,18,201,21
C12494,0,51,M,123536.69,SAL,12,658,31
C12495,0,23,M,224429.39,PROF,17,782,23
C12496,0,47,M,67547.2,SAL,20,940,29
C12497,0,53,M,536.6,SAL,9,494,14
C12498,0,44,M,55179.62,PROF,18,688,31
C12499,0,54,M,338678.25,SAL,19,546,5
C125,0,44,F,89058.99,PROF,36,893,14
C1250,0,50,M,108253.76,SELF-EMP,32,777,21
C12500,0,34,M,502431.72,SAL,6,363,1
C12501,0,47,M,230067.74,SAL,13,830,5
C12502,0,37,M,388247.82,SELF-EMP,10,405,22
C12503,0,40,M,17668.7,SAL,12,729,19
C12504,0,50,M,352058.18,SAL,12,633,8
C12505,0,32,M,56205.25,SAL,14,558,12
C12506,0,41,M,22572.4,SAL,3,472,6
C12507,0,54,M,402336.5,PROF,18,691,11
C12508,0,54,M,323527.85,SAL,20,395,10
C12509,0,52,M,23879.13,SAL,8,315,6
C1251,0,24,M,15956.43,SAL,19,501,17
C12510,0,34,M,10970.17,PROF,5,443,1
C12511,0,29,M,77330.01,SAL,8,570,21
C12512,0,42,M,97112.61,SAL,2,225,4
C12513,0,28,M,186250.26,PROF,14,246,14
C12514,0,26,M,692717.29,PROF,1,697,24
C12515,0,28,M,140206.15,SAL,12,524,23
C12516,0,47,M,36198.28,SAL,19,951,9
C12517,0,47,M,177575.37,SAL,18,822,29
C12518,0,49,M,148577.05,SAL,12,161,7
C12519,0,25,M,44795.72,SAL,10,556,1
C1252,0,27,M,24388.09,PROF,46,856,26
C12520,0,45,M,280748.57,SAL,11,709,28
C12521,0,21,M,325959.29,PROF,12,885,26
C12522,0,26,M,667607.13,PROF,5,629,27
C12523,0,38,M,56864.48,PROF,4,773,17
C12524,0,45,M,16355.76,SELF-EMP,0,968,30
C12525,0,37,M,14941.09,SAL,20,290,10
C12526,0,30,M,53776.62,SAL,5,249,26
C12527,0,39,M,111363.43,SAL,4,409,12
C12528,0,31,M,20022.25,PROF,17,987,6
C12529,0,31,M,10259.01,SELF-EMP,8,480,29
C1253,0,27,M,146233.75,SAL,46,451,3
C12530,0,54,M,207528.64,PROF,4,638,19
C12531,0,51,M,25797.28,SAL,4,591,6
C12532,0,51,M,106738.51,SAL,10,127,10
C12533,0,25,M,31554.48,SAL,14,931,31
C12534,0,49,M,86002.73,SAL,18,460,16
C12535,0,31,M,28694.94,PROF,8,133,12
C12536,0,42,M,222556.91,SAL,0,390,16
C12537,0,35,M,30046.88,PROF,3,310,11
C12538,0,32,M,377175.31,SELF-EMP,13,857,5
C12539,0,34,M,48639.28,SAL,1,738,6
C1254,0,54,M,187476.47,SAL,29,850,29
C12540,0,29,M,53539.82,SAL,2,955,1
C12541,0,41,M,467770.59,SAL,9,394,11
C12542,0,52,M,405489.6,SAL,17,231,2
C12543,0,53,M,2833.14,SELF-EMP,18,856,8
C12544,0,34,M,197280.95,SAL,5,136,22
C12545,0,33,M,19240.63,SAL,11,962,22
C12546,0,26,M,91612.12,PROF,12,655,29
C12547,0,42,M,100642.27,SAL,4,368,26
C12548,0,35,M,50283.22,SAL,12,188,3
C12549,0,55,M,149979.56,PROF,4,523,3
C1255,0,28,M,240656.29,SAL,36,171,30
C12550,0,30,M,45345.74,PROF,13,500,6
C12551,0,54,M,7500,SELF-EMP,18,974,17
C12552,0,23,M,75611.81,SELF-EMP,16,696,4
C12553,0,35,M,100429.46,SAL,0,384,29
C12554,0,41,M,2842.48,SAL,0,432,1
C12555,0,24,M,112116.29,SELF-EMP,6,469,28
C12556,0,34,M,56536.18,SELF-EMP,4,653,2
C12557,0,45,M,55289.35,SELF-EMP,19,229,9
C12558,0,55,M,375637.82,SAL,4,308,23
C12559,0,39,M,555433.86,PROF,13,367,25
C1256,0,52,M,100168.32,SELF-EMP,34,471,7
C12560,0,37,M,7329.73,SAL,18,873,14
C12561,0,27,M,166776.92,SAL,15,564,1
C12562,0,40,M,20776.8,SELF-EMP,0,248,3
C12563,0,25,M,11732.24,SELF-EMP,14,408,22
C12564,0,53,M,70437.22,SELF-EMP,16,113,24
C12565,0,34,M,150892.89,SELF-EMP,0,829,6
C12566,0,49,M,64364.3,SAL,11,807,26
C12567,0,27,M,37940.44,PROF,20,696,29
C12568,0,52,M,41526.86,PROF,0,376,31
C12569,0,54,M,294671.05,SAL,5,513,19
C1257,0,45,M,19928.98,SAL,1,732,25
C12570,0,22,M,189365.19,SAL,5,504,10
C12571,0,34,M,439404.85,PROF,15,657,16
C12572,0,41,M,65459.01,SELF-EMP,7,525,30
C12573,0,34,M,382190.75,PROF,19,326,20
C12574,0,47,M,140974.13,SAL,0,982,13
C12575,0,47,M,46435.15,SAL,11,283,29
C12576,0,55,M,338506.27,SAL,0,732,2
C12577,0,24,M,120687.76,SAL,9,265,20
C12578,0,29,M,374042.99,SELF-EMP,19,156,1
C12579,0,32,M,166845.2,SAL,13,775,27
C1258,0,35,M,54722.4,PROF,37,166,20
C12580,0,27,M,298923.77,PROF,15,258,10
C12581,0,25,M,169220.92,SELF-EMP,16,424,27
C12582,0,37,M,145989.28,SAL,12,763,14
C12583,0,50,M,215631.35,PROF,4,460,20
C12584,0,25,M,172053.66,SAL,1,863,26
C12585,0,36,M,34025.66,SENP,8,727,26
C12586,0,41,M,21936.55,SELF-EMP,3,504,21
C12587,0,41,M,332442.45,PROF,19,610,1
C12588,0,43,M,35748.59,SENP,15,161,15
C12589,0,27,M,326624.65,SENP,6,886,17
C1259,0,34,M,13902.8,SAL,6,908,4
C12590,0,28,M,70913.14,SENP,16,330,22
C12591,0,36,M,21353.08,SENP,14,618,11
C12592,0,44,M,156583.34,PROF,10,513,1
C12593,0,45,M,12678.21,SENP,2,897,24
C12594,0,45,M,364393.64,SENP,8,173,14
C12595,0,38,M,86785.65,PROF,3,591,10
C12596,0,22,M,179133.22,SELF-EMP,0,105,12
C12597,0,25,M,347949.39,SENP,16,853,30
C12598,0,30,M,54660.44,SELF-EMP,8,732,8
C12599,0,55,M,74845.67,SELF-EMP,2,955,23
C126,1,36,F,38721.74,SENP,12,834,1
C1260,0,41,M,103419.79,SAL,14,271,26
C12600,0,40,M,383857.33,SENP,6,433,10
C12601,0,30,M,2789.52,SELF-EMP,3,197,19
C12602,0,41,M,127084.23,SELF-EMP,12,873,25
C12603,0,38,M,16535.69,SENP,6,952,11
C12604,0,51,M,358104.49,SENP,3,762,17
C12605,0,46,M,62918.9,SENP,3,103,26
C12606,0,44,M,96024.46,PROF,12,236,2
C12607,0,27,M,107857.09,SENP,10,776,17
C12608,0,53,M,354757.7,SELF-EMP,19,724,23
C12609,0,37,M,96854.26,SENP,19,888,6
C1261,0,55,M,26554.74,SELF-EMP,3,625,25
C12610,0,27,M,144548.84,SELF-EMP,15,971,16
C12611,0,46,M,362621.67,SENP,9,917,1
C12612,0,28,M,129676.39,SENP,13,186,26
C12613,0,32,M,333848.88,SENP,15,661,2
C12614,0,45,M,2519.34,SENP,7,769,19
C12615,0,55,M,315324.29,SAL,15,766,10
C12616,1,41,M,13766.06,SENP,17,203,21
C12617,0,30,M,128962.98,SENP,10,576,29
C12618,0,47,M,393286.32,SENP,16,841,6
C12619,0,54,M,168993.45,SENP,3,598,9
C1262,1,53,M,29810.5,SAL,41,827,20
C12620,0,43,M,41511.14,SENP,6,531,28
C12621,0,47,M,50056.52,SENP,15,910,29
C12622,0,30,M,43298.88,PROF,18,488,15
C12623,0,28,M,397035.39,PROF,6,342,1
C12624,0,37,M,349955.74,SELF-EMP,4,828,17
C12625,0,27,M,51935.39,SENP,4,901,23
C12626,0,51,M,72943.9,PROF,7,728,8
C12627,0,28,M,238169.22,SENP,1,103,28
C12628,0,51,M,491995.21,SENP,16,955,7
C12629,0,36,M,346448.62,SENP,16,201,14
C1263,0,51,M,65359.94,SAL,47,286,17
C12630,0,42,M,141686.77,SENP,12,529,2
C12631,0,41,M,256185.14,SENP,1,306,5
C12632,0,41,M,55191.75,SENP,8,172,1
C12633,0,46,M,24175.72,SENP,2,152,16
C12634,0,48,M,96244.03,SENP,1,740,12
C12635,0,38,M,67740.69,SENP,6,601,7
C12636,0,28,M,34294.69,SENP,1,501,26
C12637,0,23,M,215219.19,PROF,17,688,6
C12638,0,52,M,10239.85,SENP,16,690,29
C12639,0,26,M,289679,SELF-EMP,10,603,17
C1264,0,33,M,3867.76,SAL,6,324,12
C12640,0,37,M,483355.59,SENP,7,305,14
C12641,0,48,M,73831.69,SENP,1,835,31
C12642,0,54,M,392899.63,SAL,15,288,10
C12643,0,50,M,53655.52,PROF,12,891,29
C12644,1,51,M,188502.35,SENP,14,296,19
C12645,0,48,M,106025.8,PROF,8,172,2
C12646,0,34,M,233236.24,SELF-EMP,4,969,17
C12647,1,28,M,9768.5,SELF-EMP,0,106,21
C12648,0,32,M,95762.66,PROF,14,338,17
C12649,0,45,M,106601.47,SENP,0,721,17
C1265,0,30,M,42600.7,PROF,8,526,27
C12650,0,48,M,12614.17,SELF-EMP,8,153,9
C12651,0,50,M,41218.72,SENP,2,492,26
C12652,0,32,M,539289.57,SENP,18,635,28
C12653,0,23,M,426885.28,SAL,13,676,28
C12654,0,32,M,58514.52,SELF-EMP,3,455,12
C12655,0,32,M,383203.78,SELF-EMP,7,150,23
C12656,0,44,M,68280.59,SENP,16,234,10
C12657,0,51,M,24478.07,SELF-EMP,0,913,6
C12658,0,40,M,344854.47,SENP,20,980,22
C12659,0,33,M,378051.23,SELF-EMP,8,181,27
C1266,1,29,M,231994.96,SELF-EMP,14,523,1
C12660,0,33,M,41938.05,SENP,2,497,17
C12661,0,27,M,60053.01,SENP,17,293,9
C12662,0,35,M,77706.35,SAL,5,467,28
C12663,0,30,M,44709.5,SENP,9,882,29
C12664,0,30,M,86300.77,PROF,5,445,31
C12665,0,39,M,59259.41,SENP,2,714,5
C12666,0,41,M,5787.57,SENP,11,275,8
C12667,0,47,M,95393.21,SENP,18,711,31
C12668,0,38,M,68278.68,SENP,11,307,5
C12669,0,45,M,107456.95,SENP,10,306,3
C1267,0,54,M,14685.76,SAL,37,358,15
C12670,0,37,M,70858.23,PROF,17,614,10
C12671,0,43,M,88452.66,PROF,6,623,18
C12672,1,49,M,9259.58,PROF,3,554,21
C12673,0,46,M,44357.71,PROF,7,876,3
C12674,0,44,M,34335.6,PROF,4,746,28
C12675,0,51,M,9798.64,PROF,14,884,7
C12676,0,33,M,14735.95,SENP,11,921,18
C12677,0,31,M,43383.52,SENP,4,545,11
C12678,0,32,M,6936.27,SENP,7,915,31
C12679,0,36,M,7194.72,PROF,16,681,1
C1268,0,36,M,34803.62,SAL,19,281,21
C12680,0,37,M,8823.04,PROF,13,519,22
C12681,0,29,M,16917.55,SELF-EMP,14,839,6
C12682,0,53,M,33500.43,SAL,4,498,21
C12683,0,30,M,65515.81,SENP,17,504,13
C12684,0,43,M,143898.37,PROF,15,322,11
C12685,0,33,M,15223.54,SENP,7,436,12
C12686,0,36,M,219925.07,SELF-EMP,9,119,5
C12687,0,21,M,78965.16,SENP,14,340,17
C12688,0,46,M,418211.86,PROF,12,581,26
C12689,0,50,M,47973.4,PROF,1,170,8
C1269,0,28,M,60234.64,SAL,38,324,16
C12690,0,45,M,50244.52,SENP,5,235,18
C12691,0,26,M,29579.97,PROF,9,672,21
C12692,0,37,M,28735.73,SENP,1,264,5
C12693,0,37,M,347511.64,SELF-EMP,8,872,11
C12694,0,48,M,213218.24,SELF-EMP,16,235,19
C12695,0,53,M,344874.41,PROF,9,957,20
C12696,0,53,M,229119.5,SENP,3,312,5
C12697,0,46,M,45670.37,SENP,10,419,15
C12698,0,46,M,2862.28,SENP,10,244,16
C12699,0,52,M,8672.03,PROF,4,485,15
C127,1,29,F,50949.27,PROF,29,947,15
C1270,0,24,M,339632.73,SAL,15,362,1
C12700,0,53,M,364340.22,SENP,10,446,25
C12701,0,26,M,355683.33,SENP,10,300,1
C12702,0,37,M,348605.97,SENP,10,791,28
C12703,0,32,M,672674.93,SENP,2,924,12
C12704,0,37,M,153986.12,PROF,4,136,7
C12705,0,26,M,340645.72,PROF,7,389,24
C12706,0,51,M,10933.68,SENP,2,654,3
C12707,0,40,M,79749.48,SENP,5,845,1
C12708,0,51,M,15643.21,PROF,9,876,14
C12709,0,27,M,67615.78,SENP,17,330,24
C1271,0,24,M,6668.88,SELF-EMP,50,880,17
C12710,0,37,M,33694.83,SENP,17,808,8
C12711,0,28,M,48459.82,SENP,20,589,17
C12712,0,25,M,75344.9,PROF,17,850,27
C12713,0,34,M,112189.61,SENP,11,821,27
C12714,0,31,M,70316.44,PROF,14,312,24
C12715,0,28,M,77010.84,SENP,5,472,29
C12716,0,54,M,114865.65,SENP,12,964,14
C12717,0,35,M,16840.98,SENP,14,496,28
C12718,0,34,M,91840.07,SELF-EMP,2,738,5
C12719,0,28,M,45461.83,SENP,4,762,15
C1272,1,33,M,1.08,SELF-EMP,28,785,9
C12720,0,36,M,385720.78,PROF,17,553,21
C12721,0,33,M,86347.61,PROF,10,775,24
C12722,0,23,M,151471.87,SELF-EMP,8,337,24
C12723,0,24,M,358612.87,SAL,0,560,17
C12724,0,40,M,411914.93,PROF,15,287,2
C12725,0,35,M,51448.97,PROF,1,410,12
C12726,0,47,M,778541.48,SENP,13,688,20
